REGION,GROUP,SUBGROUP,CLASS,LEVEL,CHART,SERIES_ID,CONSUMPTION
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Poultry,3,0.8,A2327341J,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Other meats,3,0.5,A2327431L,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Fish and other seafood,3,0.7,A2327476T,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,,2,0.9,A2326126X,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Milk,3,0.9,A2326891J,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Cheese,3,0.5,A2326936A,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Ice cream and other dairy products,3,0.1,A2326981L,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,,2,0.6,A2330851T,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,Fruit,3,0.5,A2330896W,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,Vegetables,3,0.1,A2330941W,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,,2,0.4,A3603948W,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Eggs,3,0.6,A2327611W,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,"Jams, honey and spreads",3,0.6,A2327656A,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Food additives and condiments,3,0.8,A2329456V,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Oils and fats,3,0.7,A2329501V,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Snacks and confectionery,3,0.3,A2331706R,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Other food products n.e.c.,3,0.5,A2327746F,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,,2,0.2,A3603988R,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,"Coffee, tea and cocoa",3,0.1,A2327701A,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,"Waters, soft drinks and juices",3,0.9,A2331751A,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,,2,0.3,A2326261R,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,Restaurant meals,3,0.6,A2327521T,
Melbourne,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,Take away and fast foods,3,0.3,A2327566W,
Melbourne,ALCOHOL AND TOBACCO,,,1,0.7,A2326081F,
Melbourne,ALCOHOL AND TOBACCO,Alcoholic beverages,,2,0.7,A2326711L,
Melbourne,ALCOHOL AND TOBACCO,Alcoholic beverages,Spirits,3,0.0,A2328916C,
Melbourne,ALCOHOL AND TOBACCO,Alcoholic beverages,Wine,3,0.7,A2328871K,
Melbourne,ALCOHOL AND TOBACCO,Alcoholic beverages,Beer,3,0.2,A2328826X,
Melbourne,ALCOHOL AND TOBACCO,Tobacco,,2,0.2,A2326756T,
Melbourne,ALCOHOL AND TOBACCO,Tobacco,Tobacco,3,0.9,A2328961R,
Melbourne,CLOTHING AND FOOTWEAR,,,1,0.3,A2325901J,
Melbourne,CLOTHING AND FOOTWEAR,Garments,,2,0.7,A3604028X,
Melbourne,CLOTHING AND FOOTWEAR,Garments,Garments for men,3,0.6,A2329546X,
Melbourne,CLOTHING AND FOOTWEAR,Garments,Garments for women,3,0.9,A2329681R,
Melbourne,CLOTHING AND FOOTWEAR,Garments,Garments for infants and children,3,0.0,A2329726J,
Melbourne,CLOTHING AND FOOTWEAR,Footwear,,2,0.9,A2326351V,
Melbourne,CLOTHING AND FOOTWEAR,Footwear,Footwear for men,3,0.9,A2327881W,
Melbourne,CLOTHING AND FOOTWEAR,Footwear,Footwear for women,3,0.8,A2327926R,
Melbourne,CLOTHING AND FOOTWEAR,Footwear,Footwear for infants and children,3,0.8,A2327971A,
Melbourne,CLOTHING AND FOOTWEAR,Accessories and clothing services,,2,0.7,A2329771V,
Melbourne,CLOTHING AND FOOTWEAR,Accessories and clothing services,Accessories,3,0.2,A2329816L,
Melbourne,CLOTHING AND FOOTWEAR,Accessories and clothing services,"Cleaning, repair and hire of clothing and footwear",3,0.4,A2328016W,
Melbourne,HOUSING,,,1,0.2,A2325946L,
Melbourne,HOUSING,Rents,,2,0.3,A2331841F,
Melbourne,HOUSING,Rents,Rents,3,0.2,A2326396X,
Melbourne,HOUSING,New dwelling purchase by owner-occupiers,,2,0.0,A3604228T,
Melbourne,HOUSING,New dwelling purchase by owner-occupiers,New dwelling purchase by owner-occupiers,3,0.3,A2329906T,
Melbourne,HOUSING,Other housing,,2,0.1,A3603578X,
Melbourne,HOUSING,Other housing,Maintenance and repair of the dwelling,3,0.3,A2328061J,
Melbourne,HOUSING,Other housing,Property rates and charges,3,0.1,A2329951C,
Melbourne,HOUSING,Utilities,,2,0.6,A2326486C,
Melbourne,HOUSING,Utilities,Water and sewerage,3,0.2,A2329861X,
Melbourne,HOUSING,Utilities,Electricity,3,0.7,A2328106A,
Melbourne,HOUSING,Utilities,Gas and other household fuels,3,0.8,A2331886K,
Melbourne,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",,,1,0.3,A2325991X,
Melbourne,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,,2,0.9,A3604148T,
Melbourne,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,Furniture,3,0.1,A2328151L,
Melbourne,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,Carpets and other floor coverings,3,0.9,A3604188K,
Melbourne,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Household textiles,,2,0.2,A3604068T,
Melbourne,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Household textiles,Household textiles,3,0.7,A3604108X,
Melbourne,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",,2,0.8,A2329996J,
Melbourne,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Major household appliances,3,0.1,A2328241T,
Melbourne,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Small electric household appliances,3,0.9,A2330986A,
Melbourne,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools","Glassware, tableware and household utensils",3,0.8,A2331031C,
Melbourne,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Tools and equipment for house and garden,3,0.6,A2328286W,
Melbourne,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,,2,0.3,A2330041R,
Melbourne,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Cleaning and maintenance products,3,0.5,A2328331W,
Melbourne,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Personal care products,3,0.2,A2329186F,
Melbourne,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Other non-durable household products,3,0.3,A2330086V,
Melbourne,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,,2,0.3,A2330131V,
Melbourne,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Child care,3,1.0,A2331571T,
Melbourne,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Hairdressing and personal grooming services,3,0.0,A2329231F,
Melbourne,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Other household services,3,0.2,A2331661W,
Melbourne,HEALTH,,,1,0.9,A2331076J,
Melbourne,HEALTH,"Medical products, appliances and equipment",,2,0.0,A3603618F,
Melbourne,HEALTH,"Medical products, appliances and equipment",Pharmaceutical products,3,0.4,A2329141A,
Melbourne,HEALTH,"Medical products, appliances and equipment",Therapeutic appliances and equipment,3,0.4,A2329051W,
Melbourne,HEALTH,"Medical, dental and hospital services",,2,0.6,A3603658X,
Melbourne,HEALTH,"Medical, dental and hospital services",Medical and hospital services,3,0.6,A2329006K,
Melbourne,HEALTH,"Medical, dental and hospital services",Dental services,3,0.3,A2329096A,
Melbourne,TRANSPORT,,,1,0.9,A2326036V,
Melbourne,TRANSPORT,Private motoring,,2,0.7,A2326621J,
Melbourne,TRANSPORT,Private motoring,Motor vehicles,3,1.0,A2328556K,
Melbourne,TRANSPORT,Private motoring,Spare parts and accessories for motor vehicles,3,0.9,A2328691A,
Melbourne,TRANSPORT,Private motoring,Automotive fuel,3,0.5,A2328601K,
Melbourne,TRANSPORT,Private motoring,Maintenance and repair of motor vehicles,3,0.7,A2328736V,
Melbourne,TRANSPORT,Private motoring,Other services in respect of motor vehicles,3,0.5,A2328646R,
Melbourne,TRANSPORT,Urban transport fares,,2,0.2,A2326666L,
Melbourne,TRANSPORT,Urban transport fares,Urban transport fares,3,0.7,A2328781F,
Melbourne,COMMUNICATION,,,1,0.7,A2331166L,
Melbourne,COMMUNICATION,Communication,,2,0.7,A2326576J,
Melbourne,COMMUNICATION,Communication,Postal services,3,0.2,A2328466F,
Melbourne,COMMUNICATION,Communication,Telecommunication equipment and services,3,0.5,A2328511F,
Melbourne,RECREATION AND CULTURE,,,1,0.2,A2331211L,
Melbourne,RECREATION AND CULTURE,"Audio, visual and computing equipment and services",,2,0.4,A3603818X,
Melbourne,RECREATION AND CULTURE,"Audio, visual and computing equipment and services","Audio, visual and computing equipment",3,0.9,A2329276K,
Melbourne,RECREATION AND CULTURE,"Audio, visual and computing equipment and services","Audio, visual and computing media and services",3,1.0,A3603698T,
Melbourne,RECREATION AND CULTURE,"Newspapers, books and stationery",,2,0.9,A3603738X,
Melbourne,RECREATION AND CULTURE,"Newspapers, books and stationery",Books,3,0.3,A2330176X,
Melbourne,RECREATION AND CULTURE,"Newspapers, books and stationery","Newspapers, magazines and stationery",3,0.6,A3603778T,
Melbourne,RECREATION AND CULTURE,Holiday travel and accommodation,,2,0.9,A2326846W,
Melbourne,RECREATION AND CULTURE,Holiday travel and accommodation,Domestic holiday travel and accommodation,3,0.6,A2329321K,
Melbourne,RECREATION AND CULTURE,Holiday travel and accommodation,International holiday travel and accommodation,3,0.9,A2329366R,
Melbourne,RECREATION AND CULTURE,"Other recreation, sport and culture",,2,0.5,A2331346W,
Melbourne,RECREATION AND CULTURE,"Other recreation, sport and culture","Equipment for sports, camping and open-air recreation",3,0.9,A2330311C,
Melbourne,RECREATION AND CULTURE,"Other recreation, sport and culture","Games, toys and hobbies",3,0.8,A2330356J,
Melbourne,RECREATION AND CULTURE,"Other recreation, sport and culture",Pets and related products,3,0.9,A2328421A,
Melbourne,RECREATION AND CULTURE,"Other recreation, sport and culture",Veterinary and other services for pets,3,0.3,A2328376A,
Melbourne,RECREATION AND CULTURE,"Other recreation, sport and culture",Sports participation,3,0.7,A2330401J,
Melbourne,RECREATION AND CULTURE,"Other recreation, sport and culture","Other recreational, sporting and cultural services",3,0.2,A2330446L,
Melbourne,EDUCATION,,,1,0.1,A2331391J,
Melbourne,EDUCATION,Education,,2,0.4,A2329411R,
Melbourne,EDUCATION,Education,Preschool and primary education,3,0.4,A2331436A,
Melbourne,EDUCATION,Education,Secondary education,3,0.6,A2331481L,
Melbourne,EDUCATION,Education,Tertiary education,3,0.4,A2331526F,
Melbourne,INSURANCE AND FINANCIAL SERVICES,,,1,1.0,A2332561F,
Melbourne,INSURANCE AND FINANCIAL SERVICES,Insurance,,2,0.1,A3602798J,
Melbourne,INSURANCE AND FINANCIAL SERVICES,Insurance,Insurance,3,0.2,A3602843J,
Melbourne,INSURANCE AND FINANCIAL SERVICES,Financial services,,2,0.3,A3603898K,
Melbourne,INSURANCE AND FINANCIAL SERVICES,Financial services,Deposit and loan facilities (direct charges),3,0.9,A3603858T,
Melbourne,INSURANCE AND FINANCIAL SERVICES,Financial services,Other financial services,3,0.1,A2332741R,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,,,1,0.4,A2325861A,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,,2,0.2,A2326176W,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Bread,3,0.3,A2327031A,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Cakes and biscuits,3,0.4,A2327076F,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Breakfast cereals,3,0.0,A2327121F,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Other cereal products,3,0.3,A2327166K,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,,2,1.0,A2326221W,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Beef and veal,3,0.0,A2327211K,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Pork,3,0.5,A3603913W,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Lamb and goat,3,1.0,A2327256R,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Poultry,3,0.4,A2327346V,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Other meats,3,0.9,A2327436X,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Fish and other seafood,3,0.2,A2327481K,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,,2,0.7,A2326131T,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Milk,3,0.5,A2326896V,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Cheese,3,0.8,A2326941V,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Ice cream and other dairy products,3,0.2,A2326986X,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,,2,0.1,A2330856C,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,Fruit,3,0.7,A2330901C,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,Vegetables,3,0.4,A2330946J,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,,2,0.9,A3603953R,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Eggs,3,0.2,A2327616J,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,"Jams, honey and spreads",3,0.4,A2327661V,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Food additives and condiments,3,0.8,A2329461L,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Oils and fats,3,0.1,A2329506F,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Snacks and confectionery,3,0.8,A2331711J,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Other food products n.e.c.,3,0.2,A2327751X,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,,2,0.9,A3603993J,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,"Coffee, tea and cocoa",3,0.9,A2327706L,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,"Waters, soft drinks and juices",3,0.0,A2331756L,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,,2,0.6,A2326266A,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,Restaurant meals,3,0.5,A2327526C,
Brisbane,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,Take away and fast foods,3,0.6,A2327571R,
Brisbane,ALCOHOL AND TOBACCO,,,1,0.8,A2326086T,
Brisbane,ALCOHOL AND TOBACCO,Alcoholic beverages,,2,0.6,A2326716X,
Brisbane,ALCOHOL AND TOBACCO,Alcoholic beverages,Spirits,3,0.2,A2328921W,
Brisbane,ALCOHOL AND TOBACCO,Alcoholic beverages,Wine,3,0.9,A2328876W,
Brisbane,ALCOHOL AND TOBACCO,Alcoholic beverages,Beer,3,0.9,A2328831T,
Brisbane,ALCOHOL AND TOBACCO,Tobacco,,2,0.7,A2326761K,
Brisbane,ALCOHOL AND TOBACCO,Tobacco,Tobacco,3,0.2,A2328966A,
Brisbane,CLOTHING AND FOOTWEAR,,,1,0.9,A2325906V,
Brisbane,CLOTHING AND FOOTWEAR,Garments,,2,0.3,A3604033T,
Brisbane,CLOTHING AND FOOTWEAR,Garments,Garments for men,3,0.2,A2329551T,
Brisbane,CLOTHING AND FOOTWEAR,Garments,Garments for women,3,1.0,A2329686A,
Brisbane,CLOTHING AND FOOTWEAR,Garments,Garments for infants and children,3,0.5,A2329731A,
Brisbane,CLOTHING AND FOOTWEAR,Footwear,,2,0.6,A2326356F,
Brisbane,CLOTHING AND FOOTWEAR,Footwear,Footwear for men,3,0.5,A2327886J,
Brisbane,CLOTHING AND FOOTWEAR,Footwear,Footwear for women,3,0.9,A2327931J,
Brisbane,CLOTHING AND FOOTWEAR,Footwear,Footwear for infants and children,3,0.3,A2327976L,
Brisbane,CLOTHING AND FOOTWEAR,Accessories and clothing services,,2,0.8,A2329776F,
Brisbane,CLOTHING AND FOOTWEAR,Accessories and clothing services,Accessories,3,0.5,A2329821F,
Brisbane,CLOTHING AND FOOTWEAR,Accessories and clothing services,"Cleaning, repair and hire of clothing and footwear",3,0.9,A2328021R,
Brisbane,HOUSING,,,1,0.3,A2325951F,
Brisbane,HOUSING,Rents,,2,0.0,A2331846T,
Brisbane,HOUSING,Rents,Rents,3,0.8,A2326401F,
Brisbane,HOUSING,New dwelling purchase by owner-occupiers,,2,0.4,A3604233K,
Brisbane,HOUSING,New dwelling purchase by owner-occupiers,New dwelling purchase by owner-occupiers,3,0.4,A2329911K,
Brisbane,HOUSING,Other housing,,2,0.5,A3603583T,
Brisbane,HOUSING,Other housing,Maintenance and repair of the dwelling,3,0.5,A2328066V,
Brisbane,HOUSING,Other housing,Property rates and charges,3,0.3,A2329956R,
Brisbane,HOUSING,Utilities,,2,0.9,A2326491W,
Brisbane,HOUSING,Utilities,Water and sewerage,3,0.8,A2329866K,
Brisbane,HOUSING,Utilities,Electricity,3,0.9,A2328111V,
Brisbane,HOUSING,Utilities,Gas and other household fuels,3,0.6,A2331891C,
Brisbane,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",,,1,0.2,A2325996K,
Brisbane,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,,2,0.8,A3604153K,
Brisbane,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,Furniture,3,0.9,A2328156X,
Brisbane,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,Carpets and other floor coverings,3,0.8,A3604193C,
Brisbane,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Household textiles,,2,0.3,A3604073K,
Brisbane,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Household textiles,Household textiles,3,0.8,A3604113T,
Brisbane,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",,2,0.3,A2330001W,
Brisbane,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Major household appliances,3,0.4,A2328246C,
Brisbane,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Small electric household appliances,3,0.0,A2330991V,
Brisbane,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools","Glassware, tableware and household utensils",3,0.5,A2331036R,
Brisbane,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Tools and equipment for house and garden,3,0.7,A2328291R,
Brisbane,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,,2,0.2,A2330046A,
Brisbane,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Cleaning and maintenance products,3,0.2,A2328336J,
Brisbane,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Personal care products,3,0.5,A2329191X,
Brisbane,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Other non-durable household products,3,0.3,A2330091L,
Brisbane,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,,2,0.5,A2330136F,
Brisbane,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Child care,3,0.1,A2331576C,
Brisbane,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Hairdressing and personal grooming services,3,0.6,A2329236T,
Brisbane,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Other household services,3,0.0,A2331666J,
Brisbane,HEALTH,,,1,0.5,A2331081A,
Brisbane,HEALTH,"Medical products, appliances and equipment",,2,0.0,A3603623X,
Brisbane,HEALTH,"Medical products, appliances and equipment",Pharmaceutical products,3,0.4,A2329146L,
Brisbane,HEALTH,"Medical products, appliances and equipment",Therapeutic appliances and equipment,3,0.6,A2329056J,
Brisbane,HEALTH,"Medical, dental and hospital services",,2,0.2,A3603663T,
Brisbane,HEALTH,"Medical, dental and hospital services",Medical and hospital services,3,1.0,A2329011C,
Brisbane,HEALTH,"Medical, dental and hospital services",Dental services,3,0.1,A2329101J,
Brisbane,TRANSPORT,,,1,1.0,A2326041L,
Brisbane,TRANSPORT,Private motoring,,2,0.8,A2326626V,
Brisbane,TRANSPORT,Private motoring,Motor vehicles,3,0.3,A2328561C,
Brisbane,TRANSPORT,Private motoring,Spare parts and accessories for motor vehicles,3,1.0,A2328696L,
Brisbane,TRANSPORT,Private motoring,Automotive fuel,3,0.5,A2328606W,
Brisbane,TRANSPORT,Private motoring,Maintenance and repair of motor vehicles,3,0.4,A2328741L,
Brisbane,TRANSPORT,Private motoring,Other services in respect of motor vehicles,3,0.9,A2328651J,
Brisbane,TRANSPORT,Urban transport fares,,2,0.5,A2326671F,
Brisbane,TRANSPORT,Urban transport fares,Urban transport fares,3,0.7,A2328786T,
Brisbane,COMMUNICATION,,,1,0.7,A2331171F,
Brisbane,COMMUNICATION,Communication,,2,0.2,A2326581A,
Brisbane,COMMUNICATION,Communication,Postal services,3,0.6,A2328471X,
Brisbane,COMMUNICATION,Communication,Telecommunication equipment and services,3,0.3,A2328516T,
Brisbane,RECREATION AND CULTURE,,,1,0.2,A2331216X,
Brisbane,RECREATION AND CULTURE,"Audio, visual and computing equipment and services",,2,0.1,A3603823T,
Brisbane,RECREATION AND CULTURE,"Audio, visual and computing equipment and services","Audio, visual and computing equipment",3,0.6,A2329281C,
Brisbane,RECREATION AND CULTURE,"Audio, visual and computing equipment and services","Audio, visual and computing media and services",3,0.7,A3603703X,
Brisbane,RECREATION AND CULTURE,"Newspapers, books and stationery",,2,0.6,A3603743T,
Brisbane,RECREATION AND CULTURE,"Newspapers, books and stationery",Books,3,0.9,A2330181T,
Brisbane,RECREATION AND CULTURE,"Newspapers, books and stationery","Newspapers, magazines and stationery",3,0.3,A3603783K,
Brisbane,RECREATION AND CULTURE,Holiday travel and accommodation,,2,0.8,A2326851R,
Brisbane,RECREATION AND CULTURE,Holiday travel and accommodation,Domestic holiday travel and accommodation,3,0.1,A2329326W,
Brisbane,RECREATION AND CULTURE,Holiday travel and accommodation,International holiday travel and accommodation,3,0.6,A2329371J,
Brisbane,RECREATION AND CULTURE,"Other recreation, sport and culture",,2,0.7,A2331351R,
Brisbane,RECREATION AND CULTURE,"Other recreation, sport and culture","Equipment for sports, camping and open-air recreation",3,0.1,A2330316R,
Brisbane,RECREATION AND CULTURE,"Other recreation, sport and culture","Games, toys and hobbies",3,0.9,A2330361A,
Brisbane,RECREATION AND CULTURE,"Other recreation, sport and culture",Pets and related products,3,0.5,A2328426L,
Brisbane,RECREATION AND CULTURE,"Other recreation, sport and culture",Veterinary and other services for pets,3,0.8,A2328381V,
Brisbane,RECREATION AND CULTURE,"Other recreation, sport and culture",Sports participation,3,0.6,A2330406V,
Brisbane,RECREATION AND CULTURE,"Other recreation, sport and culture","Other recreational, sporting and cultural services",3,0.7,A2330451F,
Brisbane,EDUCATION,,,1,0.8,A2331396V,
Brisbane,EDUCATION,Education,,2,0.0,A2329416A,
Brisbane,EDUCATION,Education,Preschool and primary education,3,0.4,A2331441V,
Brisbane,EDUCATION,Education,Secondary education,3,0.8,A2331486X,
Brisbane,EDUCATION,Education,Tertiary education,3,1.0,A2331531X,
Brisbane,INSURANCE AND FINANCIAL SERVICES,,,1,0.4,A2332566T,
Brisbane,INSURANCE AND FINANCIAL SERVICES,Insurance,,2,0.7,A3602803R,
Brisbane,INSURANCE AND FINANCIAL SERVICES,Insurance,Insurance,3,0.6,A3602848V,
Brisbane,INSURANCE AND FINANCIAL SERVICES,Financial services,,2,0.4,A3604248A,
Brisbane,INSURANCE AND FINANCIAL SERVICES,Financial services,Deposit and loan facilities (direct charges),3,0.3,A3603863K,
Brisbane,INSURANCE AND FINANCIAL SERVICES,Financial services,Other financial services,3,0.9,A2332746A,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,,,1,0.2,A2325866L,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,,2,0.7,A2326181R,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Bread,3,0.6,A2327036L,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Cakes and biscuits,3,0.7,A2327081X,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Breakfast cereals,3,1.0,A2327126T,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Other cereal products,3,0.3,A2327171C,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,,2,0.9,A2326226J,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Beef and veal,3,0.2,A2327216W,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Pork,3,0.9,A3603918J,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Lamb and goat,3,0.5,A2327261J,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Poultry,3,0.7,A2327351L,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Other meats,3,0.0,A2327441T,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Fish and other seafood,3,0.2,A2327486W,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,,2,0.8,A2326136C,
